Item_ID,AIdent,Activation,Completion,Pay_Rate,Bill_Rate,Margin,Hours_Worked,Branch,City,How_Heard,Profit
673401,184893,12/11/2017,1/11/2018,12.12,16.24,4.12,132.25,08-Columbus West,Columbus ,Friend/Relative Referral,544.87
671977,220757,11/21/2017,12/7/2017,14.5,19.14,4.64,117.35,14-Louisville,Louisville,Indeed,544.504
667144,187090,10/3/2017,10/28/2017,11,14.63,3.63,149.75,03-Independence,Cleveland,Friend/Relative Referral,543.5925
676392,184676,1/16/2018,,9,11.88,2.88,188.5,03-Independence,Cleveland,Craigslist,542.88
664768,184934,8/29/2017,9/18/2017,10,14.5,4.5,120.63,05-Elyria,Elyria ,Other web site,542.835
670278,186703,11/7/2017,12/12/2017,15,19.88,4.88,111.2,07-Columbus East,columbus,Friend/Relative Referral,542.656
666080,185126,9/11/2017,10/1/2017,11.5,15.64,4.14,131.06,11-Florence,Cincinnati,Craigslist,542.5884
667131,187095,10/2/2017,11/5/2017,10,12.8,2.8,193.75,06-Akron,Akron,Newspaper Ad,542.5
662911,184172,7/25/2017,8/22/2017,9.75,12.87,3.12,173.75,06-Akron,AKRON,,542.1
671015,207637,11/6/2017,12/3/2017,10,12.8,2.8,193.43,12-Chicago,Naperville,Friend/Relative Referral,541.604
676903,223917,1/19/2018,2/13/2018,10,14.5,4.5,120,05-Elyria,Lorain,Walk-In,540
670988,209759,11/10/2017,12/12/2017,15,19.65,4.65,116.1,11-Florence,Cincinnati,Walk-In,539.865
671658,208175,11/13/2017,12/3/2017,15,19.65,4.65,116.08,11-Florence,Taft,Advanced Careers,539.772
675597,222986,1/4/2018,,12,15.84,3.84,140.55,11-Florence,covington,,539.712
667086,186977,10/8/2017,11/3/2017,11,14.52,3.52,153.23,12-Chicago,Cicero,,539.3696
671455,210114,11/18/2017,12/10/2017,15,19.88,4.88,110.5,07-Columbus East,columbus,Walk-In,539.24
671762,220754,11/21/2017,12/10/2017,8.15,10.76,2.61,206.5,03-Independence,garfield hieghts ,Craigslist,538.965
671454,210113,11/18/2017,12/10/2017,15,19.88,4.88,110.4,07-Columbus East,COLUMBUS,Walk-In,538.752
678059,224143,2/6/2018,,13.75,18.56,4.81,112,12-Chicago,chicago,Indeed,538.72
677565,223137,2/3/2018,,10,13.8,3.8,141.45,08-Columbus West,columbus,Friend/Relative Referral,537.51
669624,207971,11/7/2017,12/4/2017,15,19.65,4.65,115.57,11-Florence,Covington,Friend/Relative Referral,537.4005
667085,184905,10/8/2017,11/3/2017,11,14.52,3.52,152.22,12-Chicago,Aurora,Craigslist,535.8144
669041,209017,11/1/2017,12/3/2017,10,12.8,2.8,191.14,12-Chicago,Chicago,,535.192
666672,185641,10/3/2017,11/4/2017,10.5,13.97,3.47,154.16,14-Louisville,Shepherdsville,Indeed,534.9352
666100,185090,9/17/2017,10/15/2017,10.25,13.53,3.28,163,06-Akron,CUYAHOGA FALLS,,534.64
667364,207637,10/10/2017,11/3/2017,11,14.52,3.52,151.79,12-Chicago,Naperville,Friend/Relative Referral,534.3008
677181,224413,1/29/2018,,10,13.85,3.85,138.75,08-Columbus West,columbus,Friend/Relative Referral,534.1875
676986,221086,1/19/2018,,11,14.52,3.52,151.54,07-Columbus East,Canal Winchester ,Friend/Relative Referral,533.4208
665241,185770,9/5/2017,10/6/2017,11,14.58,3.58,149,11-Florence,Park Hills,Walk-In,533.42
677831,224437,1/31/2018,,11.3,15.03,3.73,142.98,08-Columbus West,columbus,Other web site,533.3154
664241,184881,8/17/2017,9/7/2017,12.55,18.07,5.52,96.5,05-Elyria,Philadelphia,,532.68
671979,210588,11/21/2017,12/7/2017,14.5,19.14,4.64,114.66,11-Florence,Radcliff,Friend/Relative Referral,532.0224
677276,223713,1/15/2018,,8.5,11.22,2.72,195.58,08-Columbus West,Hilliard,Friend/Relative Referral,531.9776
668861,208738,10/30/2017,11/10/2017,9,13.05,4.05,131.25,05-Elyria,Oberlin ,Friend/Relative Referral,531.5625
677274,221251,1/30/2018,,12,15.9,3.9,136.25,11-Florence,Florence,Walk-In,531.375
670316,208942,11/8/2017,11/27/2017,14,18.48,4.48,118.4,14-Louisville,Louisville,Craigslist,530.432
676375,223145,1/10/2018,2/2/2018,10.5,13.97,3.47,152.83,14-Louisville,louisville,Friend/Relative Referral,530.3201
675321,221385,12/24/2017,1/29/2018,9,11.7,2.7,196.25,05-Elyria,lorain,Friend/Relative Referral,529.875
674422,210137,12/25/2017,2/9/2018,9,11.52,2.52,210.25,06-Akron,akron,Friend/Relative Referral,529.83
676041,223367,1/9/2018,1/31/2018,10.5,13.97,3.47,152.34,14-Louisville,Louisville,Walk-In,528.6198
669544,186731,9/26/2017,12/15/2017,9.25,11.84,2.59,204,06-Akron,Akron,Indeed,528.36
674267,221628,12/11/2017,1/26/2018,11,14.85,3.85,137.2,10-West Chester,Cincinnati ,Friend/Relative Referral,528.22
665583,186173,9/12/2017,10/7/2017,10,13.2,3.2,164.82,12-Chicago,Romeoville,Zip Recruiter,527.424
673322,221534,12/4/2017,12/23/2017,10,13,3,175.75,05-Elyria,Lorain,Friend/Relative Referral,527.25
672356,220898,11/24/2017,12/23/2017,10,13,3,175.5,05-Elyria,South Lorain,,526.5
670503,208720,11/5/2017,12/16/2017,14.5,19.14,4.64,113.34,14-Louisville,Louisville,Other web site,525.8976
671117,184941,11/9/2017,12/16/2017,12.5,16.63,4.13,127.29,11-Florence,cincinnati ,Friend/Relative Referral,525.7077
674683,220750,11/22/2017,1/31/2018,11,14.63,3.63,144.62,14-Louisville,Louisville,Indeed,524.9706
663298,184385,8/2/2017,8/31/2017,10.25,13.53,3.28,160,06-Akron,Akron,,524.8
677581,224083,1/28/2018,,10.25,13.53,3.28,160,06-Akron,wadsworth,Friend/Relative Referral,524.8
677583,224353,1/28/2018,,10.25,13.53,3.28,160,06-Akron,Creston,,524.8
676570,222949,1/17/2018,2/11/2018,11,14.08,3.08,170.25,06-Akron,akron,Friend/Relative Referral,524.37
675395,222234,1/3/2018,2/9/2018,11.5,15.24,3.74,139.5,11-Florence,independence,Walk-In,521.73
677638,221220,2/1/2018,,10,14,4,130.25,06-Akron,akron,Friend/Relative Referral,521
671486,209325,11/13/2017,12/8/2017,11.5,15.64,4.14,125.78,10-West Chester,cincinnati,Walk-In,520.7292
670840,186820,11/6/2017,12/4/2017,9,12.33,3.33,156.2,05-Elyria,Lorain,Friend/Relative Referral,520.146
664269,184582,8/7/2017,9/20/2017,10,13.25,3.25,160,12-Chicago,Bolingbrook,Friend/Relative Referral,520
672612,210477,11/22/2017,12/5/2017,14.5,19.14,4.64,112.03,14-Louisville,louisville,Friend/Relative Referral,519.8192
671234,207683,11/16/2017,12/8/2017,11,14.58,3.58,145.1,06-Akron,akron,Friend/Relative Referral,519.458
671005,209322,11/7/2017,12/10/2017,10,12.8,2.8,185.5,06-Akron,Akron,Indeed,519.4
676189,223271,1/10/2018,2/2/2018,10.5,13.97,3.47,149.61,14-Louisville,shepherdsville,Walk-In,519.1467
669924,209115,10/31/2017,1/1/2018,10,12.9,2.9,179,07-Columbus East,Columbus,,519.1
670021,209501,11/8/2017,11/29/2017,15,19.65,4.65,111.59,11-Florence,florence,Walk-In,518.8935
677779,207610,1/31/2018,,9.25,12.16,2.91,178.25,03-Independence,cleveland,,518.7075
673204,221884,11/28/2017,1/31/2018,8.75,11.7,2.95,175.75,12-Chicago,monee,,518.4625
667922,208127,10/19/2017,11/21/2017,9,12.24,3.24,160,03-Independence,cleveland,Friend/Relative Referral,518.4
672808,221450,12/4/2017,1/8/2018,10,13.2,3.2,161.78,09-Lancaster,Lancaster,Friend/Relative Referral,517.696
671886,208493,11/12/2017,12/31/2017,12,15.84,3.84,134.75,08-Columbus West,galloway,Friend/Relative Referral,517.44
664501,185436,8/28/2017,9/29/2017,10,13.2,3.2,161.66,09-Lancaster,Lancaster,,517.312
670984,209494,11/5/2017,1/11/2018,11,14.58,3.58,144.5,11-Florence,elsmere,Friend/Relative Referral,517.31
676143,184776,1/10/2018,2/8/2018,8.3,11.29,2.99,173,03-Independence,Cleveland,Friend/Relative Referral,517.27
670291,185096,11/13/2017,12/17/2017,10.25,13.12,2.87,180.15,06-Akron,Akron,Craigslist,517.0305
664305,185275,8/23/2017,9/22/2017,10.5,14.28,3.78,136.75,08-Columbus West,columbus,Friend/Relative Referral,516.915
666301,186651,9/21/2017,10/15/2017,11,14.85,3.85,134.17,07-Columbus East,columbus ohio,Friend/Relative Referral,516.5545
675284,209834,12/24/2017,1/29/2018,9,11.7,2.7,191.25,05-Elyria,Sheffield Lake,Indeed,516.375
675665,207597,1/2/2018,1/25/2018,12.55,16.94,4.39,117.5,05-Elyria,Lorain,Friend/Relative Referral,515.825
671667,185172,11/20/2017,12/9/2017,11.35,14.98,3.63,141.87,12-Chicago,Chicago,Friend/Relative Referral,514.9881
675744,184155,12/31/2017,2/9/2018,9,11.52,2.52,203.81,12-Chicago,Chicago,Craigslist,513.6012
672822,221027,11/29/2017,12/16/2017,14.5,19.14,4.64,110.63,14-Louisville,LOUISVILLE,Friend/Relative Referral,513.3232
670594,208499,11/5/2017,12/1/2017,15,19.65,4.65,110.37,11-Florence,Cincinnati,Friend/Relative Referral,513.2205
666209,186407,9/19/2017,10/22/2017,10.25,13.12,2.87,178.75,06-Akron,Alliance,,513.0125
669792,209142,11/6/2017,12/5/2017,13.25,17.69,4.44,115.51,07-Columbus East,Columbus,Friend/Relative Referral,512.8644
669513,209170,11/2/2017,11/28/2017,11,14.58,3.58,143.25,11-Florence,florence,Friend/Relative Referral,512.835
670122,209269,11/3/2017,12/1/2017,11,14.63,3.63,141.25,11-Florence,erlanger,Walk-In,512.7375
672646,185152,11/28/2017,12/31/2017,8.75,11.55,2.8,183,06-Akron,Fairlawn,Other web site,512.4
670359,209864,11/10/2017,12/18/2017,8.15,10.76,2.61,196.17,03-Independence,CLEVELAND,Walk-In,512.0037
672870,209745,11/27/2017,12/17/2017,10.5,14.18,3.68,139,08-Columbus West,Columbus,Other web site,511.52
671704,209979,11/13/2017,12/4/2017,14,18.48,4.48,114.04,14-Louisville,Shepherdsville,Friend/Relative Referral,510.8992
676519,223637,1/16/2018,2/2/2018,11,15.41,4.41,115.75,14-Louisville,Louisville,Friend/Relative Referral,510.4575
666739,186867,9/26/2017,12/8/2017,8.75,11.7,2.95,172.5,12-Chicago,Chicago,Friend/Relative Referral,508.875
664932,185845,9/1/2017,9/30/2017,10.5,13.55,3.05,166.75,07-Columbus East,COLUMBUS,,508.5875
670299,184262,11/9/2017,12/6/2017,11.25,15.19,3.94,129,12-Chicago,Chicago ,Friend/Relative Referral,508.26
669537,209090,11/6/2017,11/27/2017,15,19.65,4.65,109.3,11-Florence,covington,Indeed,508.245
670568,186416,11/5/2017,11/27/2017,15,19.65,4.65,109.14,11-Florence,Cincinnati,Other web site,507.501
664921,185843,9/1/2017,9/30/2017,10.5,13.55,3.05,166.25,07-Columbus East,COLUMBUS,,507.0625
665666,186059,9/13/2017,10/19/2017,11,14.63,3.63,139.59,14-Louisville,New Albany,Friend/Relative Referral,506.7117
671659,210371,11/16/2017,12/3/2017,15,19.65,4.65,108.92,11-Florence,Southgate,Friend/Relative Referral,506.478
673275,221909,12/8/2017,1/10/2018,9.5,12.54,3.04,166.42,03-Independence,cleveland,Craigslist,505.9168
668451,207789,10/16/2017,11/6/2017,11,14.63,3.63,139.25,11-Florence,Latonia,Friend/Relative Referral,505.4775
671844,210400,11/15/2017,12/7/2017,13,16.77,3.77,134,12-Chicago,Chicago,Other web site,505.18
672720,221228,11/29/2017,12/29/2017,13,16.77,3.77,134,12-Chicago,Chicago,Other web site,505.18
671752,209810,11/1/2017,1/2/2018,8.25,11.04,2.79,181,12-Chicago,Chicago Heights,,504.99
677159,186830,1/29/2018,,9.25,12.16,2.91,173.5,03-Independence,Garfield Heights,,504.885
676505,223747,1/15/2018,,8.75,11.7,2.95,171,12-Chicago,Chicago Heights,,504.45
664228,185281,8/14/2017,9/23/2017,10.5,13.55,3.05,165.25,07-Columbus East,COLUMBUS,,504.0125
676904,223922,1/19/2018,2/13/2018,10,14.5,4.5,112,05-Elyria,Lorain,Walk-In,504
666507,186734,9/26/2017,11/1/2017,10,13.8,3.8,132.55,08-Columbus West,COLUMBUS,Friend/Relative Referral,503.69
671365,209430,11/16/2017,12/8/2017,14,18.55,4.55,110.7,09-Lancaster,Piketon,Indeed,503.685
671845,210399,11/16/2017,12/7/2017,13,16.77,3.77,133.5,12-Chicago,Chicago,,503.295
669595,209341,11/6/2017,12/11/2017,16,20.96,4.96,101.39,11-Florence,cincinnati,Craigslist,502.8944
665379,186077,9/7/2017,10/10/2017,10,13.25,3.25,154.7,12-Chicago,Joliet,,502.775
671173,209135,11/15/2017,12/8/2017,9.59,13.14,3.55,141.5,05-Elyria,Amherst,Friend/Relative Referral,502.325
671101,208289,11/14/2017,12/21/2017,10,13.3,3.3,152,08-Columbus West,columbus,Walk-In,501.6
667763,207675,10/9/2017,12/3/2017,10,12.8,2.8,179.08,12-Chicago,Chicago,,501.424
676823,222403,1/23/2018,2/20/2018,9,12.24,3.24,154.75,03-Independence,South Euclid,Walk-In,501.39
671300,209762,11/13/2017,12/1/2017,15,19.65,4.65,107.55,11-Florence,cincinnati,Friend/Relative Referral,500.1075
673427,207401,12/4/2017,2/2/2018,9,11.52,2.52,198.12,12-Chicago,Chicago,Friend/Relative Referral,499.2624
671828,208048,11/13/2017,12/31/2017,8.75,11.7,2.95,169,12-Chicago,Sauk Village,,498.55
675390,222970,1/3/2018,1/31/2018,11.5,15.24,3.74,133.25,11-Florence,Independence,Friend/Relative Referral,498.355
663622,184259,8/7/2017,9/10/2017,9.25,11.84,2.59,192,06-Akron,Barberton,,497.28
675968,186169,1/3/2018,1/30/2018,11.35,14.98,3.63,136.87,08-Columbus West,columbus,Friend/Relative Referral,496.8381
675870,223073,1/4/2018,,10,13.25,3.25,152.8,12-Chicago,Aurora,Friend/Relative Referral,496.6
670310,209697,11/9/2017,12/11/2017,16,20.96,4.96,100.12,11-Florence,erlanger,Friend/Relative Referral,496.5952
665376,185875,9/6/2017,10/1/2017,10,13.25,3.25,152.2,12-Chicago,Chicago,Walk-In,494.65
674779,210241,12/17/2017,2/1/2018,11,14.52,3.52,140.51,11-Florence,Cincinnati,Friend/Relative Referral,494.5952
677218,207241,1/29/2018,,9,11.88,2.88,171.5,03-Independence,PARMA,Other web site,493.92
671016,184905,11/6/2017,12/3/2017,10,12.8,2.8,176.1,12-Chicago,Aurora,Craigslist,493.08
672068,186796,11/22/2017,12/16/2017,14,18.48,4.48,110,14-Louisville,Brandenburg,,492.8
675570,222909,1/2/2018,,11.5,15.24,3.74,131.6,12-Chicago,country club hills,Craigslist,492.184
672167,186949,11/20/2017,1/7/2018,10.25,13.53,3.28,150,06-Akron,Akron,Craigslist,492
670380,209898,11/10/2017,12/11/2017,16,20.96,4.96,99.19,11-Florence,cincinnati,Walk-In,491.9824
666038,186597,9/18/2017,11/24/2017,8.75,11.7,2.95,166.75,12-Chicago,South Holland,,491.9125
677663,224616,2/1/2018,,11,14.63,3.63,135.5,11-Florence,florence,Friend/Relative Referral,491.865
677105,208975,1/24/2018,2/19/2018,11.5,15.64,4.14,118.73,11-Florence,cincinnati,,491.5422
670507,208164,11/5/2017,12/16/2017,14.5,19.14,4.64,105.92,14-Louisville,Louisville,Craigslist,491.4688
671366,209431,11/16/2017,12/8/2017,14,18.55,4.55,108,09-Lancaster,Piketon,Indeed,491.4
665272,185904,9/7/2017,10/10/2017,10.5,13.97,3.47,141.58,14-Louisville,Shepherdsville,Indeed,491.2826
678287,207920,2/5/2018,,13,17.36,4.36,112.6,12-Chicago,woodridge,Friend/Relative Referral,490.936
672154,209690,11/21/2017,12/31/2017,11,14.85,3.85,127.45,07-Columbus East,columbus,Walk-In,490.6825
669628,209072,11/7/2017,12/4/2017,15,19.65,4.65,105.5,11-Florence,Covington ,Friend/Relative Referral,490.575
677265,224335,1/23/2018,,8.75,11.7,2.95,166.25,12-Chicago,East Chicago Heights,,490.4375
672104,186512,11/13/2017,12/8/2017,11,14.85,3.85,127.33,12-Chicago,Chicago,Friend/Relative Referral,490.2205
671000,207787,11/3/2017,12/10/2017,9.5,12.16,2.66,184.25,06-Akron,akron,Friend/Relative Referral,490.105
669576,208398,11/6/2017,12/1/2017,15,19.65,4.65,105.39,11-Florence,Owenton,Walk-In,490.0635
676555,223196,1/8/2018,,12.5,16.63,4.13,118.53,11-Florence,cinti,Walk-In,489.5289
670047,208944,11/1/2017,11/26/2017,11,14.19,3.19,153.4,12-Chicago,CHICAGO,Friend/Relative Referral,489.346
667622,186281,10/16/2017,11/13/2017,10,12.8,2.8,174.72,12-Chicago,Burnham,Craigslist,489.216
674755,209165,12/17/2017,1/17/2018,11,14.52,3.52,138.95,11-Florence,park hills,Friend/Relative Referral,489.104
665728,185015,9/11/2017,10/3/2017,12.55,16.94,4.39,111.4,05-Elyria,Lorain,Other web site,489.046
674752,209166,12/17/2017,1/17/2018,11,14.52,3.52,138.93,11-Florence,Florence,Indeed,489.0336
677257,208894,1/29/2018,,10,13.85,3.85,127,08-Columbus West,Columbus,Friend/Relative Referral,488.95
676784,222873,1/18/2018,,11,14.85,3.85,126.92,12-Chicago,Bolingbrook,Walk-In,488.642
677478,208432,2/1/2018,,11.5,15.24,3.74,130.5,11-Florence,Covington,Friend/Relative Referral,488.07
672819,220954,11/29/2017,12/16/2017,14.5,19.14,4.64,105.06,14-Louisville,Louisville,Craigslist,487.4784
670463,185962,11/5/2017,11/28/2017,14.5,19.14,4.64,104.84,14-Louisville,Louisville,Zip Recruiter,486.4576
671939,220748,11/21/2017,12/14/2017,9.5,12.54,3.04,160,03-Independence,Cleveland,Indeed,486.4
677925,224612,2/9/2018,,11.49,15.4,3.91,124.25,05-Elyria,Oberlin ,Friend/Relative Referral,485.8175
669728,186917,11/6/2017,12/7/2017,10.25,13.12,2.87,169.25,06-Akron,Akron,Walk-In,485.7475
672607,220655,11/21/2017,12/13/2017,14.5,19.14,4.64,104.68,14-Louisville,Louisville ,Craigslist,485.7152
674771,207989,12/17/2017,1/10/2018,11,14.52,3.52,137.98,11-Florence,florence,,485.6896
672610,210587,11/22/2017,12/16/2017,14.5,19.14,4.64,104.62,14-Louisville,LOUISVILLE,Newspaper Ad,485.4368
674598,207430,12/17/2017,1/12/2018,10.5,13.97,3.47,139.79,14-Louisville,Louisville,Zip Recruiter,485.0713
673094,208447,11/28/2017,1/5/2018,12.5,16.63,4.13,117.41,11-Florence,burlington,Indeed,484.9033
670167,209574,11/8/2017,12/8/2017,9.5,12.54,3.04,159.5,03-Independence,cleveland,Friend/Relative Referral,484.88
668323,208295,10/24/2017,11/10/2017,11,15.62,4.62,104.83,03-Independence,cleveland,Friend/Relative Referral,484.3146
677587,221121,2/2/2018,,11.75,15.51,3.76,128.75,06-Akron,Akron,Craigslist,484.1
677752,224307,1/29/2018,,10,13.25,3.25,148.7,12-Chicago,plainfield ,Friend/Relative Referral,483.275
677203,224459,1/26/2018,,10,13.25,3.25,148.7,12-Chicago,joliet,,483.275
674212,209066,12/13/2017,1/3/2018,12,15.96,3.96,122,10-West Chester,cincinnati,Craigslist,483.12
677005,224155,1/23/2018,,11.35,14.98,3.63,133.04,07-Columbus East,Columbus,Craigslist,482.9352
675318,221534,12/24/2017,1/29/2018,9,11.7,2.7,178.75,05-Elyria,Lorain,Friend/Relative Referral,482.625
666759,186741,9/25/2017,10/24/2017,11,14.85,3.85,125.25,11-Florence,Loveland,Friend/Relative Referral,482.2125
670384,209474,11/11/2017,12/16/2017,14.5,19.14,4.64,103.86,14-Louisville,brandenburg,Craigslist,481.9104
672069,220769,11/22/2017,11/27/2017,14,18.48,4.48,107.49,14-Louisville,Louisville,Indeed,481.5552
668358,208254,10/20/2017,11/10/2017,11,14.85,3.85,125,10-West Chester,cincinnati,,481.25
670286,209317,11/8/2017,11/29/2017,15,19.88,4.88,98.6,07-Columbus East,COLUMBUS,Friend/Relative Referral,481.168
677645,222424,2/2/2018,,10,14.8,4.8,100,05-Elyria,Grafton ,,480
671457,185363,11/17/2017,12/20/2017,15,19.88,4.88,98.3,08-Columbus West,Columbus,Friend/Relative Referral,479.704
674165,222046,12/13/2017,1/23/2018,10.25,13.53,3.28,146.25,06-Akron,wadsworth ,,479.7
675316,221772,12/24/2017,1/29/2018,9,11.7,2.7,177.5,05-Elyria,Elyria,Indeed,479.25
671411,210041,11/14/2017,12/1/2017,14,18.48,4.48,106.82,14-Louisville,Louisville,Walk-In,478.5536
676129,222998,1/3/2018,1/18/2018,13.5,17.01,3.51,136.33,07-Columbus East,columbus,Friend/Relative Referral,478.5183
669622,209495,11/7/2017,11/20/2017,15.5,20.93,5.43,88,12-Chicago,Joliet,,477.84
671363,209453,11/16/2017,12/4/2017,14,18.55,4.55,105,09-Lancaster,columbus,Craigslist,477.75
678058,224722,2/6/2018,,11.25,15.19,3.94,121.25,12-Chicago,Crest Hill,,477.725
670227,209274,11/8/2017,11/28/2017,14.5,19.14,4.64,102.82,14-Louisville,Louisville,Friend/Relative Referral,477.0848
669399,208625,10/23/2017,11/30/2017,8.75,11.7,2.95,161.5,12-Chicago,University Park,,476.425
674904,207763,12/18/2017,1/15/2018,12.25,16.23,3.98,119.65,07-Columbus East,canal winchester,Friend/Relative Referral,476.207
670225,209273,11/8/2017,11/28/2017,14.5,19.14,4.64,102.6,14-Louisville,Louisville,Craigslist,476.064
678090,224832,2/12/2018,,13,17.81,4.81,98.78,11-Florence,Melbourne,Indeed,475.1318
669005,184756,10/23/2017,11/21/2017,10,12.8,2.8,169.25,06-Akron,Akron,Indeed,473.9
670885,209863,11/13/2017,12/4/2017,14.5,19.14,4.64,102.12,14-Louisville,Louisville,Walk-In,473.8368
663633,184650,8/14/2017,10/8/2017,9,11.52,2.52,188,12-Chicago,Bolingbrook,Flyer,473.76
677813,220936,2/1/2018,,11.3,15.03,3.73,127,08-Columbus West,Galloway,Friend/Relative Referral,473.71
673612,221490,12/6/2017,12/16/2017,14.5,19.14,4.64,102.09,14-Louisville,Louisville,Friend/Relative Referral,473.6976
675953,223039,1/8/2018,,11,14.52,3.52,134.55,07-Columbus East,Columbus,Walk-In,473.616
667358,207424,10/5/2017,11/4/2017,11,14.63,3.63,130.38,14-Louisville,Elizabethtown,Indeed,473.2794
673572,221315,12/6/2017,12/16/2017,14.5,19.14,4.64,101.96,14-Louisville,Louisville,Friend/Relative Referral,473.0944
671964,210526,11/20/2017,12/1/2017,14.5,19.14,4.64,101.5,14-Louisville,Louisville,Craigslist,470.96
670764,209051,11/5/2017,12/11/2017,16,20.96,4.96,94.95,11-Florence,crittenden,Friend/Relative Referral,470.952
675998,209511,1/1/2018,1/29/2018,8.3,11.29,2.99,157.5,03-Independence,maple,,470.925
675662,223294,1/2/2018,,10.5,13.55,3.05,154.25,07-Columbus East,COLUMBUS,,470.4625
666508,186739,9/26/2017,11/9/2017,10,13.8,3.8,123.65,08-Columbus West,COLUMBUS,Friend/Relative Referral,469.87
673961,222202,12/14/2017,1/11/2018,11,14.58,3.58,131.23,06-Akron,akron,Indeed,469.8034
672266,220986,11/20/2017,12/28/2017,8.75,11.7,2.95,159.1,12-Chicago,University park,,469.345
669564,209332,11/6/2017,11/29/2017,15,19.65,4.65,100.92,11-Florence,cincinnati,Walk-In,469.278
676500,223795,1/15/2018,,8.75,11.7,2.95,159,12-Chicago,Gary,,469.05
675311,221384,12/24/2017,1/29/2018,9,11.7,2.7,173.5,05-Elyria,lorain,Friend/Relative Referral,468.45
670431,208441,11/5/2017,11/30/2017,14,18.48,4.48,104.51,14-Louisville,Mt Washington,Other web site,468.2048
676386,223620,1/12/2018,,10,13.8,3.8,123.2,08-Columbus West,Columbus,,468.16
671295,210381,11/16/2017,12/11/2017,16,20.96,4.96,94.33,11-Florence,Walton,Indeed,467.8768
668221,208195,10/23/2017,12/3/2017,10,12.8,2.8,167.02,12-Chicago,BOLINGBROOK,Friend/Relative Referral,467.656
675567,222636,12/27/2017,,10,13.2,3.2,146.04,12-Chicago,merrilliville,Indeed,467.328
677271,224517,1/30/2018,,9,12.24,3.24,144,03-Independence,cleveland ,Friend/Relative Referral,466.56
677270,224518,1/30/2018,,9,12.24,3.24,144,03-Independence,Cleveland,Friend/Relative Referral,466.56
673211,220995,12/7/2017,1/4/2018,11,14.85,3.85,121.17,12-Chicago,bolingbrook,Friend/Relative Referral,466.5045
665567,184926,9/7/2017,9/7/2017,11,14.52,3.52,132.5,08-Columbus West,Columbus ,Friend/Relative Referral,466.4
669946,209404,11/2/2017,12/3/2017,10,12.8,2.8,166.46,12-Chicago,chicago,,466.088
667439,207656,10/12/2017,11/4/2017,10.5,13.97,3.47,134.16,14-Louisville,Louisville,Indeed,465.5352
665430,186085,9/11/2017,10/5/2017,9.5,12.54,3.04,153,03-Independence,cleveland,Walk-In,465.12
674496,221602,12/18/2017,12/18/2017,10,13.25,3.25,143.1,12-Chicago,bolingbrook,Friend/Relative Referral,465.075
676705,223501,1/11/2018,,9,11.88,2.88,161.46,08-Columbus West,Columbus,Friend/Relative Referral,465.0048
677158,209159,1/29/2018,,9,12.24,3.24,143.5,03-Independence,cleveland,Craigslist,464.94
667291,186935,10/2/2017,10/13/2017,11,15.84,4.84,96,10-West Chester,Cincinnati,Friend/Relative Referral,464.64
671408,209581,11/14/2017,12/16/2017,14,18.48,4.48,103.62,14-Louisville,louisville,Indeed,464.2176
676210,207433,1/5/2018,,10,13.9,3.9,119,12-Chicago,Alsip,Friend/Relative Referral,464.1
670468,186888,11/5/2017,11/22/2017,14.5,19.14,4.64,99.79,14-Louisville,Shepherdsville,Friend/Relative Referral,463.0256
663947,184973,8/6/2017,9/18/2017,10.5,13.55,3.05,151.75,07-Columbus East,columbus,,462.8375
666574,186917,9/27/2017,10/29/2017,9.25,11.84,2.59,178.55,06-Akron,Akron,Walk-In,462.4445
666373,186764,9/27/2017,11/4/2017,11,14.63,3.63,127.35,14-Louisville,radcliff,Friend/Relative Referral,462.2805
673316,186231,12/4/2017,1/2/2018,12.55,16.94,4.39,105.3,05-Elyria,Amherst,,462.267
677022,223815,1/18/2018,,11,14.52,3.52,131.27,07-Columbus East,reynoldsburg,Friend/Relative Referral,462.0704
671406,209579,11/14/2017,12/16/2017,14,18.48,4.48,103.02,14-Louisville,Louisville,Indeed,461.5296
672697,208945,11/27/2017,12/20/2017,12,15.48,3.48,132.5,12-Chicago,Chicago,Friend/Relative Referral,461.1
673861,222110,12/13/2017,1/3/2018,12,16.56,4.56,101.11,07-Columbus East,Circleville,Friend/Relative Referral,461.0616
668319,207614,10/17/2017,11/24/2017,11.75,15.86,4.11,112.13,07-Columbus East,columbus,Walk-In,460.8543
664686,185040,8/21/2017,9/21/2017,11,14.63,3.63,126.82,14-Louisville,Shepherdsville,Flyer,460.3566
676562,222563,1/17/2018,2/11/2018,10,12.8,2.8,164.25,06-Akron,Canton,Friend/Relative Referral,459.9
677609,185296,2/2/2018,,9.25,12.16,2.91,158,03-Independence,Cleveland,Craigslist,459.78
675198,222334,12/26/2017,1/28/2018,11,14.52,3.52,130.61,07-Columbus East,reynoldsburg,Walk-In,459.7472
672698,208946,11/27/2017,12/22/2017,12,15.48,3.48,132.1,12-Chicago,Chicago,Friend/Relative Referral,459.708
672535,207221,11/21/2017,12/21/2017,12,15.96,3.96,116.03,11-Florence,Florence,Craigslist,459.4788
673212,221864,11/28/2017,1/25/2018,8.75,11.7,2.95,155.75,12-Chicago,Hazel crest,,459.4625
674416,222437,12/20/2017,12/20/2017,10.35,13.66,3.31,138.79,12-Chicago,Woodridge,,459.3949
677062,224067,1/19/2018,,10,13.25,3.25,141.2,12-Chicago,Romeoville,,458.9
