Item_ID,AIdent,Hours_Worked,Activation,Completion
665751,186183,849.2,9/10/2017,2/25/2018
665510,186184,302,9/10/2017,11/5/2017
668190,186188,32,10/22/2017,10/29/2017
665885,186189,312.25,9/10/2017,11/5/2017
669890,186189,646.75,10/29/2017,2/25/2018
665661,186192,10,9/3/2017,9/17/2017
665662,186192,376,9/3/2017,12/3/2017
665428,186193,655.25,9/10/2017,1/28/2018
668601,186204,588.5,10/22/2017,2/25/2018
665660,186211,4,9/3/2017,9/10/2017
666104,186211,629,9/10/2017,2/25/2018
666399,186216,58.75,9/24/2017,10/15/2017
668263,186216,6.25,10/15/2017,10/22/2017
669014,186216,13.25,10/29/2017,11/5/2017
670790,186216,10.25,11/5/2017,11/12/2017
669783,186222,31.25,10/29/2017,11/5/2017
671179,186222,45.5,11/5/2017,11/12/2017
665722,186226,8,9/10/2017,9/17/2017
665888,186226,67.25,9/10/2017,10/1/2017
668620,186226,48.75,10/22/2017,11/5/2017
670672,186226,139.79,11/5/2017,12/17/2017
675645,186226,15.01,12/31/2017,1/7/2018
676063,186226,56.83,1/7/2018,1/28/2018
669380,186227,187.42,10/29/2017,12/24/2017
675458,186227,98.52,12/31/2017,1/28/2018
665834,186228,39,9/10/2017,9/24/2017
673316,186231,105.3,12/3/2017,12/24/2017
665767,186232,44.5,9/10/2017,9/24/2017
665538,186234,65.22,9/10/2017,9/24/2017
666827,186235,1,10/1/2017,10/8/2017
665689,186238,31.5,9/10/2017,9/17/2017
666875,186238,1.5,10/1/2017,10/8/2017
666165,186240,134.84,9/10/2017,10/8/2017
667113,186240,357.24,10/8/2017,12/17/2017
674873,186240,267.38,12/17/2017,2/25/2018
665658,186242,62,9/10/2017,10/1/2017
666453,186242,23.95,9/24/2017,10/1/2017
666991,186242,179.31,10/1/2017,11/5/2017
670070,186242,230.3,10/29/2017,12/17/2017
675973,186242,5,1/7/2018,1/14/2018
676105,186242,41.75,1/7/2018,1/21/2018
665690,186243,327.5,9/10/2017,11/5/2017
665760,186246,164,9/10/2017,10/15/2017
668204,186246,104,10/15/2017,11/5/2017
669541,186246,617,11/5/2017,2/25/2018
665871,186247,298.75,9/17/2017,11/12/2017
670713,186247,112.5,11/12/2017,12/3/2017
665651,186249,41.75,9/3/2017,9/17/2017
665985,186249,9.25,9/10/2017,9/17/2017
666465,186253,22,9/24/2017,10/1/2017
666969,186253,8,10/1/2017,10/8/2017
666300,186257,47.92,9/17/2017,10/1/2017
671614,186257,200.25,11/19/2017,12/17/2017
674958,186257,354.25,12/17/2017,2/25/2018
665515,186258,233.25,9/10/2017,10/29/2017
670850,186258,36.42,11/12/2017,11/19/2017
665516,186259,282.5,9/10/2017,11/5/2017
670849,186259,39.09,11/12/2017,11/19/2017
670203,186262,7.5,10/29/2017,11/5/2017
670493,186262,122.88,11/5/2017,12/17/2017
674537,186262,22.7,12/17/2017,12/31/2017
666057,186263,576,9/10/2017,12/24/2017
675505,186263,360,12/24/2017,2/25/2018
665770,186264,35.75,9/17/2017,9/24/2017
670949,186265,45,11/5/2017,11/19/2017
668174,186267,15.6,10/15/2017,10/22/2017
668845,186267,8.5,10/29/2017,11/5/2017
677035,186267,70,1/14/2018,2/4/2018
666053,186269,7,9/17/2017,9/24/2017
666318,186274,640.4,9/17/2017,1/14/2018
665816,186275,349.83,9/10/2017,11/12/2017
665756,186278,40,9/10/2017,9/24/2017
665774,186281,116.1,9/10/2017,10/15/2017
667622,186281,174.72,10/15/2017,11/12/2017
667781,186281,19.5,10/8/2017,10/15/2017
671777,186281,228.2,11/12/2017,12/17/2017
674468,186281,57.53,12/17/2017,12/31/2017
666116,186284,1.5,9/17/2017,9/24/2017
666553,186286,109.92,10/1/2017,10/22/2017
665741,186287,7,9/10/2017,9/17/2017
667276,186289,3.5,10/1/2017,10/8/2017
666027,186292,244.94,9/17/2017,11/5/2017
670412,186292,50.05,11/5/2017,11/19/2017
665806,186293,723.25,9/10/2017,1/7/2018
676363,186293,307,1/7/2018,2/25/2018
669064,186294,28,10/22/2017,11/12/2017
672874,186294,27.75,11/26/2017,12/3/2017
665691,186296,96.5,9/10/2017,10/1/2017
666208,186297,109.25,9/17/2017,10/15/2017
667932,186297,17.75,10/15/2017,10/22/2017
674333,186311,60,12/10/2017,12/24/2017
666292,186313,8,9/17/2017,9/24/2017
667183,186313,18.75,10/1/2017,10/15/2017
669441,186314,5.3,10/29/2017,11/5/2017
665892,186315,552.75,9/10/2017,12/31/2017
665882,186317,132.5,9/10/2017,10/8/2017
666037,186318,11.5,9/17/2017,9/24/2017
665669,186319,52.5,9/10/2017,9/24/2017
666138,186324,159.92,9/24/2017,11/5/2017
666252,186326,40,9/17/2017,10/1/2017
666033,186328,234.47,9/17/2017,11/5/2017
670465,186328,204.71,11/5/2017,12/10/2017
674051,186328,19.05,12/10/2017,12/17/2017
674733,186328,87.93,12/17/2017,1/14/2018
666294,186333,8,9/17/2017,9/24/2017
667182,186333,18.75,10/1/2017,10/15/2017
666146,186334,24,9/17/2017,9/24/2017
666029,186336,5.08,9/17/2017,9/24/2017
665815,186341,654.75,9/10/2017,1/7/2018
678273,186341,45,2/11/2018,2/25/2018
665719,186342,8,9/10/2017,9/17/2017
666153,186344,128,9/17/2017,10/15/2017
673274,186348,26,12/3/2017,12/10/2017
677374,186348,160,1/28/2018,2/25/2018
665927,186349,747.5,9/10/2017,1/21/2018
665780,186352,292.2,9/10/2017,11/19/2017
673216,186352,443.02,12/3/2017,2/25/2018
665781,186353,289.4,9/10/2017,11/19/2017
673217,186353,441.86,12/3/2017,2/25/2018
665712,186356,64,9/10/2017,10/1/2017
666525,186360,88.25,9/24/2017,10/15/2017
676792,186362,112,1/21/2018,2/11/2018
665785,186364,112.4,9/10/2017,10/15/2017
668052,186364,80.35,10/15/2017,11/5/2017
671048,186364,210.4,11/12/2017,12/31/2017
671153,186364,42.3,11/5/2017,11/12/2017
676451,186364,105.5,1/7/2018,2/18/2018
665889,186366,306,9/10/2017,11/12/2017
669154,186368,24.25,10/22/2017,11/5/2017
669916,186368,162,10/29/2017,12/3/2017
665998,186369,10.73,9/16/2017,9/23/2017
666289,186370,8,9/17/2017,9/24/2017
665818,186371,79.75,9/10/2017,10/1/2017
665848,186377,63.36,9/17/2017,10/1/2017
666810,186377,6.03,9/24/2017,10/1/2017
667008,186377,250.18,10/1/2017,12/3/2017
665703,186382,19,9/10/2017,10/8/2017
666421,186382,37.5,9/17/2017,10/1/2017
665704,186383,97.5,9/10/2017,10/8/2017
665745,186388,30.38,9/10/2017,9/24/2017
665851,186389,70.36,9/17/2017,10/1/2017
666955,186389,420.38,10/1/2017,12/17/2017
674448,186389,92.6,12/17/2017,1/21/2018
674924,186389,32.72,12/17/2017,12/24/2017
677221,186389,12.87,1/21/2018,1/28/2018
671093,186391,3.5,11/5/2017,11/19/2017
666132,186392,31.85,9/24/2017,10/8/2017
666230,186393,303,9/17/2017,11/19/2017
677317,186393,8,1/21/2018,1/28/2018
665867,186395,57.38,9/17/2017,10/1/2017
667326,186396,45.5,10/1/2017,10/15/2017
665868,186397,26.46,9/17/2017,9/24/2017
665844,186399,352.74,9/17/2017,11/19/2017
672099,186399,340.56,11/19/2017,1/21/2018
666035,186402,24.65,9/17/2017,10/1/2017
666032,186403,24.6,9/17/2017,10/1/2017
666227,186405,722.5,9/17/2017,1/21/2018
666082,186406,124.7,9/17/2017,10/8/2017
667675,186406,436.23,10/15/2017,12/17/2017
674464,186406,132.75,12/17/2017,1/14/2018
666209,186407,178.75,9/17/2017,10/22/2017
667936,186407,67.75,10/22/2017,11/5/2017
669704,186407,0,11/5/2017,11/12/2017
671273,186407,244.75,11/5/2017,12/31/2017
665771,186410,463.4,9/17/2017,12/17/2017
665893,186413,522.75,9/10/2017,12/31/2017
673122,186414,424.6,11/26/2017,2/25/2018
666836,186415,47.21,10/1/2017,10/15/2017
668007,186415,15.8,10/15/2017,10/22/2017
668597,186415,7.75,10/22/2017,10/29/2017
667753,186416,32,10/8/2017,10/15/2017
668075,186416,29.38,10/15/2017,10/22/2017
668706,186416,47.83,10/22/2017,11/5/2017
670568,186416,109.14,11/5/2017,12/3/2017
668364,186417,1,10/15/2017,10/22/2017
669760,186417,6.5,10/29/2017,11/5/2017
670931,186417,7,11/5/2017,11/12/2017
665903,186418,95.75,9/17/2017,10/8/2017
667265,186422,766.5,10/8/2017,1/14/2018
666871,186424,49.2,10/1/2017,10/15/2017
677825,186424,7.5,2/4/2018,2/11/2018
665911,186425,34,9/17/2017,10/1/2017
668227,186425,18.88,10/22/2017,10/29/2017
665974,186430,32.07,9/17/2017,9/24/2017
666587,186430,23,9/24/2017,10/1/2017
666176,186431,31.93,9/17/2017,9/24/2017
667064,186431,24,10/8/2017,10/15/2017
668196,186431,3.8,10/22/2017,10/29/2017
665949,186435,565.8,9/17/2017,12/31/2017
665744,186444,104,9/10/2017,10/22/2017
666547,186446,186.54,10/1/2017,11/5/2017
670473,186446,213.31,11/5/2017,12/10/2017
674045,186446,21.85,12/10/2017,12/17/2017
674727,186446,81.82,12/17/2017,1/7/2018
666746,186448,29.5,9/24/2017,10/1/2017
666921,186455,12.75,10/1/2017,10/8/2017
666166,186457,584,9/17/2017,12/31/2017
676368,186457,280,1/7/2018,2/25/2018
674380,186460,71.75,12/17/2017,12/31/2017
666873,186461,62.18,10/1/2017,10/22/2017
665860,186467,80.09,9/17/2017,10/8/2017
666400,186468,191.75,9/24/2017,11/5/2017
670417,186468,227.54,11/5/2017,12/10/2017
675202,186468,45.47,12/24/2017,1/7/2018
666206,186471,32,9/17/2017,10/1/2017
670800,186471,32,11/5/2017,11/19/2017
666625,186475,63,9/24/2017,10/15/2017
666147,186478,160,9/24/2017,10/22/2017
669286,186478,649,10/22/2017,2/25/2018
666346,186482,256,9/17/2017,11/5/2017
669284,186482,2.75,10/29/2017,11/5/2017
666407,186484,77.15,9/17/2017,10/8/2017
665999,186485,39.71,9/16/2017,10/7/2017
666949,186487,81.65,10/1/2017,10/22/2017
668876,186488,24.25,10/22/2017,11/5/2017
671009,186490,37.57,11/5/2017,11/19/2017
671006,186491,34.98,11/5/2017,11/19/2017
671944,186491,2,11/12/2017,11/19/2017
666579,186495,9.5,9/24/2017,10/1/2017
666118,186497,8.5,9/17/2017,9/24/2017
666023,186503,54.93,9/17/2017,10/1/2017
667010,186503,11.7,10/1/2017,10/8/2017
667852,186503,8,10/8/2017,10/15/2017
671560,186503,199.5,11/12/2017,12/17/2017
666747,186504,9.75,9/24/2017,10/1/2017
666762,186507,8,10/1/2017,10/8/2017
674317,186510,68,12/10/2017,1/7/2018
673888,186511,174.55,12/3/2017,1/28/2018
677477,186511,112.75,1/28/2018,2/25/2018
665846,186512,306.91,9/17/2017,11/19/2017
670812,186512,46,11/5/2017,11/12/2017
672104,186512,127.33,11/19/2017,12/10/2017
673652,186512,7.5,12/10/2017,12/17/2017
666349,186513,118.36,9/17/2017,10/8/2017
667361,186513,31.5,10/8/2017,10/15/2017
668209,186513,15.5,10/15/2017,10/22/2017
672366,186516,247.5,11/19/2017,12/24/2017
675298,186516,22.5,12/24/2017,1/7/2018
665872,186517,69.7,9/17/2017,10/8/2017
665981,186521,7.75,9/10/2017,10/15/2017
666858,186521,273.25,9/24/2017,2/25/2018
666730,186522,21.5,9/24/2017,10/1/2017
665912,186523,15.75,9/17/2017,9/24/2017
666009,186530,8,9/17/2017,9/24/2017
666149,186535,558.5,9/24/2017,1/14/2018
665973,186536,113.07,9/17/2017,10/8/2017
667118,186536,410.65,10/8/2017,12/17/2017
674875,186536,319.65,12/17/2017,2/25/2018
666201,186539,70.9,9/17/2017,10/8/2017
672463,186541,8.5,11/26/2017,12/3/2017
666133,186542,28.86,9/24/2017,10/1/2017
666034,186545,252.43,9/17/2017,11/5/2017
670466,186545,243.97,11/5/2017,12/17/2017
674641,186545,299.07,12/17/2017,2/25/2018
666003,186547,37.5,9/17/2017,10/1/2017
667744,186547,10.34,10/8/2017,10/15/2017
667263,186548,211.22,10/8/2017,11/26/2017
672912,186548,17.9,12/3/2017,12/10/2017
666005,186551,37.5,9/17/2017,10/1/2017
672950,186553,39,11/26/2017,12/10/2017
666143,186555,24,9/17/2017,9/24/2017
666135,186556,162.54,9/24/2017,11/5/2017
670415,186556,214.34,11/5/2017,12/17/2017
674591,186556,57.1,12/17/2017,1/7/2018
666134,186557,235.71,9/24/2017,11/5/2017
670414,186557,259.42,11/5/2017,12/17/2017
674590,186557,104.92,12/17/2017,1/7/2018
666386,186558,91.25,9/17/2017,10/15/2017
666383,186560,91,9/17/2017,10/15/2017
666052,186562,10.5,9/17/2017,9/24/2017
665900,186564,1,9/17/2017,9/24/2017
666347,186568,229.25,9/17/2017,11/12/2017
666175,186576,24,9/17/2017,10/1/2017
670993,186576,16.25,11/5/2017,11/19/2017
675177,186576,113.55,12/17/2017,1/28/2018
678047,186576,10,2/4/2018,2/11/2018
666174,186577,67,9/17/2017,10/15/2017
667219,186577,18.32,10/1/2017,10/15/2017
668076,186577,17.51,10/15/2017,10/22/2017
670992,186577,46.25,11/5/2017,11/19/2017
672742,186577,2.25,11/26/2017,12/3/2017
666170,186578,8.25,9/17/2017,9/24/2017
666343,186580,10,9/17/2017,9/24/2017
666467,186581,232.06,9/17/2017,11/5/2017
670482,186581,308.04,11/5/2017,12/17/2017
674531,186581,46.05,12/17/2017,12/24/2017
666504,186584,14.73,9/24/2017,10/1/2017
666540,186584,38.6,9/24/2017,10/8/2017
666042,186585,210,9/17/2017,11/12/2017
666115,186589,558.35,9/17/2017,12/3/2017
666114,186591,599.5,9/17/2017,12/3/2017
666707,186592,8,10/1/2017,10/8/2017
666085,186594,55.5,9/17/2017,10/1/2017
666038,186597,166.75,9/17/2017,11/5/2017
666107,186598,834.97,9/17/2017,2/25/2018
666041,186600,446.5,9/17/2017,12/17/2017
666378,186601,233.39,9/17/2017,11/5/2017
670416,186601,294.01,11/5/2017,12/17/2017
665884,186605,302.25,9/10/2017,11/5/2017
669889,186605,313.5,10/29/2017,12/24/2017
667368,186608,415,10/1/2017,12/10/2017
666099,186611,10.23,9/16/2017,9/23/2017
666142,186612,896.75,9/17/2017,2/25/2018
666259,186615,2.75,9/17/2017,9/24/2017
666328,186617,8,9/17/2017,9/24/2017
666322,186618,929.75,9/17/2017,2/25/2018
666028,186619,200.97,9/17/2017,11/5/2017
670413,186619,172.27,11/5/2017,12/10/2017
667747,186623,8,10/8/2017,10/15/2017
665935,186624,193,9/10/2017,10/22/2017
667842,186624,310.5,10/22/2017,12/31/2017
667613,186626,649.25,10/8/2017,2/4/2018
666011,186631,4.98,9/16/2017,9/23/2017
666172,186632,8.25,9/24/2017,10/1/2017
666173,186633,8.25,9/24/2017,10/1/2017
678061,186633,60.77,2/4/2018,2/25/2018
666341,186634,24,9/17/2017,10/1/2017
666204,186635,24,9/17/2017,10/1/2017
666234,186636,823,9/17/2017,2/25/2018
666141,186638,882.75,9/17/2017,2/25/2018
666158,186639,307.5,9/24/2017,11/26/2017
666636,186641,407.5,9/24/2017,12/3/2017
666211,186643,80.91,9/24/2017,10/8/2017
667121,186643,369.3,10/8/2017,12/17/2017
674876,186643,302.74,12/17/2017,2/25/2018
666212,186645,31.82,9/24/2017,10/1/2017
666197,186647,8,9/24/2017,10/1/2017
666301,186651,134.17,9/17/2017,10/15/2017
667961,186651,214.75,10/15/2017,11/19/2017
671393,186651,406.89,11/19/2017,2/11/2018
666163,186653,11,9/24/2017,10/1/2017
666838,186657,53.48,10/1/2017,10/15/2017
666345,186660,19,9/17/2017,10/1/2017
667222,186660,16.63,10/1/2017,10/8/2017
667671,186663,595.75,10/8/2017,2/11/2018
666379,186664,4.15,9/17/2017,9/24/2017
666046,186676,56,9/17/2017,10/1/2017
668928,186676,13.99,10/29/2017,11/5/2017
673994,186676,12,12/10/2017,12/17/2017
675429,186676,5,12/24/2017,12/31/2017
666010,186677,600,9/10/2017,12/24/2017
675478,186677,320,12/24/2017,2/18/2018
666013,186680,71.75,9/3/2017,9/24/2017
666724,186684,14,9/24/2017,10/1/2017
666089,186686,79.1,9/17/2017,10/8/2017
667476,186686,160.6,10/8/2017,11/12/2017
666473,186687,15,9/24/2017,10/1/2017
666528,186697,856.75,9/24/2017,2/25/2018
666470,186699,27,9/24/2017,10/8/2017
666284,186700,241,9/17/2017,11/12/2017
666161,186702,871,9/24/2017,2/25/2018
670278,186703,111.2,11/5/2017,12/17/2017
678110,186703,24.7,2/11/2018,2/25/2018
666160,186705,100.75,9/24/2017,10/22/2017
666630,186708,2.25,9/24/2017,10/1/2017
666162,186710,11,9/24/2017,10/1/2017
667670,186715,783.75,10/8/2017,2/25/2018
673926,186717,39.75,12/3/2017,12/10/2017
666571,186719,124.25,9/24/2017,10/22/2017
666159,186720,922.75,9/24/2017,2/25/2018
666217,186722,80.69,9/24/2017,10/8/2017
667384,186722,426.26,10/8/2017,12/17/2017
674481,186722,336.73,12/17/2017,2/25/2018
666125,186725,46.5,9/24/2017,10/8/2017
666907,186725,89.75,10/1/2017,10/22/2017
666771,186728,72.2,9/24/2017,10/15/2017
668635,186728,124.03,10/22/2017,11/26/2017
676801,186728,28.7,1/21/2018,1/28/2018
666193,186731,162.75,9/24/2017,10/29/2017
668587,186731,40,10/29/2017,11/5/2017
669544,186731,204,11/5/2017,12/17/2017
666507,186734,132.55,9/24/2017,10/22/2017
668199,186734,165.58,10/22/2017,1/7/2018
673564,186734,250.48,12/3/2017,2/25/2018
666055,186735,11,9/17/2017,9/24/2017
666324,186736,38,9/17/2017,9/24/2017
666321,186737,272.5,9/17/2017,11/5/2017
669891,186737,563.75,10/29/2017,2/25/2018
666767,186738,7.5,9/24/2017,10/1/2017
667232,186738,12.47,10/1/2017,10/8/2017
666508,186739,123.65,9/24/2017,10/22/2017
668200,186739,165.57,10/22/2017,1/7/2018
673565,186739,254.63,12/3/2017,2/25/2018
666323,186740,265.5,9/17/2017,11/5/2017
669893,186740,638.25,10/29/2017,2/25/2018
666759,186741,125.25,9/24/2017,10/29/2017
668621,186741,42.28,10/22/2017,11/5/2017
669472,186741,16,10/22/2017,10/29/2017
670673,186741,224.5,11/5/2017,12/17/2017
674821,186741,193.65,12/17/2017,1/21/2018
666332,186742,257.25,9/17/2017,11/5/2017
669892,186742,556.75,10/29/2017,2/25/2018
673393,186744,132.75,12/3/2017,1/14/2018
676303,186744,228.75,1/14/2018,2/25/2018
667032,186745,75.5,10/8/2017,10/22/2017
668870,186745,204.25,10/22/2017,12/17/2017
666941,186746,45.5,10/1/2017,10/15/2017
666262,186750,267,9/17/2017,11/5/2017
669895,186750,525,10/29/2017,2/11/2018
668575,186751,357,10/22/2017,1/14/2018
678213,186751,107,2/4/2018,2/25/2018
666263,186752,127,9/17/2017,10/8/2017
669952,186752,357.75,10/29/2017,12/24/2017
666036,186753,82.5,9/17/2017,10/8/2017
671836,186753,472.75,11/12/2017,2/25/2018
666592,186761,16,10/1/2017,10/8/2017
667935,186761,144.4,10/15/2017,11/12/2017
666373,186764,127.35,9/24/2017,11/5/2017
670467,186764,302.83,11/5/2017,12/17/2017
674642,186764,381.21,12/17/2017,2/25/2018
668328,186768,13,10/15/2017,10/22/2017
666237,186770,6,9/17/2017,9/24/2017
666950,186771,74,10/8/2017,10/22/2017
666758,186776,16,9/24/2017,10/1/2017
667281,186776,15,10/1/2017,10/8/2017
669601,186776,262.17,11/5/2017,12/17/2017
666442,186777,263,9/24/2017,11/19/2017
676776,186777,86.99,1/14/2018,2/4/2018
667259,186778,419.63,10/1/2017,12/17/2017
674877,186778,241.2,12/17/2017,2/18/2018
666683,186779,766.5,9/24/2017,2/25/2018
668515,186782,669.75,10/22/2017,2/18/2018
666766,186783,215.8,9/24/2017,11/12/2017
667258,186784,225,10/1/2017,11/12/2017
666171,186785,8,9/24/2017,10/1/2017
666168,186786,16,9/24/2017,10/1/2017
667218,186786,10.43,10/1/2017,10/8/2017
667745,186786,7.75,10/8/2017,10/15/2017
666218,186788,80.59,9/24/2017,10/8/2017
667380,186788,198.64,10/8/2017,11/26/2017
666734,186790,45.9,9/24/2017,10/8/2017
666279,186793,44.23,9/23/2017,10/7/2017
666769,186794,73.1,9/24/2017,10/22/2017
668638,186794,125,10/22/2017,11/26/2017
672068,186796,110,11/19/2017,12/17/2017
677235,186797,19.7,1/21/2018,1/28/2018
677869,186809,49.2,2/4/2018,2/18/2018
673273,186811,436.25,12/3/2017,2/25/2018
666493,186812,5.25,10/1/2017,10/8/2017
671090,186812,8.5,11/5/2017,11/19/2017
666232,186816,182.02,9/24/2017,10/29/2017
672090,186816,6.27,11/19/2017,11/26/2017
666311,186817,785.6,9/24/2017,2/25/2018
666634,186820,182.2,9/24/2017,11/5/2017
670840,186820,156.2,11/5/2017,12/10/2017
673394,186820,49.75,12/31/2017,1/14/2018
673395,186820,89.75,12/10/2017,12/24/2017
666916,186825,117.5,10/1/2017,10/22/2017
668392,186825,59.5,10/15/2017,10/29/2017
666532,186829,8.75,10/1/2017,10/8/2017
666199,186830,24,9/24/2017,10/1/2017
677159,186830,173.5,1/28/2018,2/25/2018
666455,186839,23.9,9/24/2017,10/1/2017
666996,186839,6.6,10/1/2017,10/8/2017
666613,186845,21,9/24/2017,10/1/2017
667046,186845,40,10/1/2017,10/15/2017
666503,186846,130.5,9/24/2017,10/22/2017
666892,186856,73.73,9/30/2017,10/21/2017
666317,186857,5.5,9/24/2017,10/1/2017
666580,186859,9.5,9/24/2017,10/1/2017
666783,186859,54.92,9/24/2017,10/8/2017
668616,186859,12.5,10/22/2017,10/29/2017
666583,186860,9.5,9/24/2017,10/1/2017
666782,186860,27.78,9/24/2017,10/8/2017
666389,186861,16,9/24/2017,10/1/2017
667126,186861,63,10/1/2017,10/15/2017
666394,186863,53,9/24/2017,10/8/2017
668391,186863,40,10/22/2017,11/5/2017
666612,186865,99,9/24/2017,10/22/2017
666438,186866,8,9/24/2017,10/1/2017
667128,186866,160,10/1/2017,10/29/2017
668589,186866,24.75,10/29/2017,11/5/2017
669743,186866,287.5,11/5/2017,12/31/2017
675247,186866,307,12/31/2017,2/25/2018
666739,186867,172.5,9/24/2017,11/5/2017
678102,186867,98,2/11/2018,2/25/2018
668950,186876,7.5,10/29/2017,11/5/2017
666559,186878,10.23,9/30/2017,10/7/2017
667854,186880,266.2,10/8/2017,11/26/2017
666725,186882,7,9/24/2017,10/1/2017
668562,186885,37.18,10/22/2017,11/5/2017
667359,186887,125.15,10/1/2017,10/29/2017
666374,186888,203.24,9/24/2017,11/5/2017
670468,186888,99.79,11/5/2017,11/26/2017
666531,186890,35.5,10/1/2017,10/15/2017
670834,186890,9,11/5/2017,11/12/2017
678370,186890,28.75,2/11/2018,2/18/2018
666258,186892,5.75,9/17/2017,9/24/2017
671532,186894,29.25,11/12/2017,11/26/2017
673114,186894,35.25,11/26/2017,12/3/2017
668971,186907,12.08,10/22/2017,10/29/2017
669498,186907,12.92,10/29/2017,11/5/2017
666512,186910,112,9/24/2017,10/15/2017
666514,186910,352,10/15/2017,12/17/2017
666511,186911,864,9/24/2017,2/25/2018
672191,186914,22.25,11/19/2017,11/26/2017
666574,186917,178.55,9/24/2017,10/29/2017
668588,186917,40.75,10/29/2017,11/5/2017
669728,186917,169.25,11/5/2017,12/10/2017
666726,186918,7,9/24/2017,10/1/2017
666638,186921,20,9/24/2017,10/1/2017
671753,186921,53.2,11/26/2017,12/3/2017
672452,186921,140.88,11/19/2017,12/31/2017
678350,186921,39.75,2/18/2018,2/25/2018
666558,186922,48.23,9/30/2017,10/14/2017
670353,186922,16,11/5/2017,11/19/2017
666418,186923,22.5,9/17/2017,10/1/2017
666738,186925,698.5,9/24/2017,2/25/2018
666339,186926,10.75,9/24/2017,10/8/2017
667867,186928,8,10/15/2017,10/22/2017
666401,186929,44.96,9/24/2017,10/15/2017
668524,186930,96.51,10/15/2017,11/5/2017
670483,186930,220.6,11/5/2017,12/17/2017
674532,186930,328.26,12/17/2017,2/25/2018
667366,186932,63.5,9/24/2017,10/8/2017
671984,186934,4.83,11/19/2017,11/26/2017
667291,186935,96,10/1/2017,10/15/2017
668355,186935,116.25,10/15/2017,11/12/2017
671485,186935,1,11/12/2017,11/19/2017
672565,186935,133.39,11/19/2017,12/17/2017
666376,186936,160.53,9/24/2017,10/29/2017
666890,186937,54.98,9/30/2017,10/21/2017
666717,186938,67,10/1/2017,10/22/2017
666390,186939,8,9/24/2017,10/1/2017
666645,186943,46.97,9/24/2017,10/8/2017
667083,186943,109.71,10/8/2017,10/29/2017
666381,186945,36,9/17/2017,10/1/2017
667073,186946,40.83,10/1/2017,10/15/2017
675378,186946,194.85,12/31/2017,2/11/2018
666420,186948,188.67,9/17/2017,11/5/2017
677595,186948,120.5,1/28/2018,2/25/2018
666891,186949,67,9/30/2017,10/21/2017
672167,186949,150,11/19/2017,1/7/2018
675653,186949,272,1/7/2018,2/25/2018
666463,186950,23.51,9/24/2017,10/1/2017
667023,186950,31.72,10/1/2017,10/8/2017
668223,186950,67.25,10/22/2017,11/5/2017
672884,186950,51.75,11/26/2017,12/10/2017
666416,186951,833.75,9/17/2017,2/25/2018
666752,186952,5,9/24/2017,10/1/2017
666668,186954,64.47,9/24/2017,10/8/2017
667106,186954,429.44,10/8/2017,12/17/2017
674460,186954,316.43,12/17/2017,2/25/2018
667150,186957,120,10/8/2017,10/29/2017
666510,186959,427.5,9/24/2017,12/10/2017
666754,186961,44.3,9/24/2017,10/8/2017
666750,186962,44.32,9/24/2017,10/8/2017
666350,186963,4,9/17/2017,9/24/2017
668046,186963,1131,10/8/2017,2/25/2018
666620,186966,76.5,9/24/2017,10/15/2017
668434,186966,1.5,10/15/2017,10/22/2017
669319,186968,3,10/22/2017,10/29/2017
672457,186968,259,11/26/2017,1/28/2018
666385,186969,87,9/17/2017,10/15/2017
666384,186971,94,9/17/2017,10/15/2017
666382,186973,30,9/17/2017,10/8/2017
666377,186974,146.5,9/17/2017,10/29/2017
666637,186977,64.3,9/24/2017,10/8/2017
667086,186977,153.23,10/8/2017,11/5/2017
666380,186978,30,9/17/2017,9/24/2017
666647,186979,64.13,9/24/2017,10/8/2017
667103,186979,160.9,10/8/2017,11/5/2017
666387,186980,4,9/17/2017,9/24/2017
667253,186981,3.42,10/1/2017,10/8/2017
668402,186982,20.3,10/15/2017,10/22/2017
676109,186982,23.75,1/7/2018,1/14/2018
666586,186986,9.5,9/24/2017,10/1/2017
666784,186986,58.47,9/24/2017,10/8/2017
667544,186986,13.4,10/8/2017,10/22/2017
668511,186986,20.5,10/22/2017,10/29/2017
666594,186991,4,9/24/2017,10/1/2017
666593,186993,4,9/24/2017,10/1/2017
669465,186994,5.25,10/29/2017,11/5/2017
669464,186995,5.25,10/29/2017,11/5/2017
666435,186996,8,9/24/2017,10/1/2017
667125,186996,41.5,10/1/2017,10/15/2017
667203,186996,37,10/8/2017,10/22/2017
672590,186996,15.98,11/25/2017,12/2/2017
667329,186997,44.25,10/1/2017,10/15/2017
671181,186997,40,11/5/2017,11/12/2017
672924,186997,60,11/26/2017,12/10/2017
676544,186997,10,1/7/2018,1/14/2018
672192,186998,32,11/19/2017,12/3/2017
667634,187001,26.2,10/15/2017,10/22/2017
673267,187004,145.14,12/3/2017,1/7/2018
666331,187006,24.5,9/17/2017,10/22/2017
667893,187006,7.25,10/8/2017,10/15/2017
671508,187007,529.75,11/12/2017,2/25/2018
666490,187009,8,10/1/2017,10/8/2017
667623,187009,202.53,10/15/2017,12/3/2017
673428,187009,27.94,12/3/2017,12/17/2017
666375,187011,200.01,9/24/2017,11/5/2017
670469,187011,289.59,11/5/2017,12/17/2017
674643,187011,304.55,12/17/2017,2/25/2018
666527,187012,652.5,10/1/2017,2/11/2018
666889,187014,5.23,9/30/2017,10/7/2017
