,Item_ID,AIdent,Activation,Completion,Pay_Rate,Bill_Rate,Margin,Hours_Worked,Branch,City,How_Heard,Profit
1614,674475,184704,12/17/2017,,12.5,16.5,4,407.72,12-Chicago,Joliet,Friend/Relative Referral,1630.88
1615,672015,220872,11/22/2017,12/16/2017,13.5,17.82,4.32,131.4,12-Chicago,Chicago,Friend/Relative Referral,567.648
1616,678090,224832,2/12/2018,,13,17.81,4.81,98.78,11-Florence,Melbourne,Indeed,475.1318
1617,676360,186148,1/15/2018,1/29/2018,13.25,17.69,4.44,82.06,07-Columbus East,columbus,Friend/Relative Referral,364.3464
1618,665881,186148,9/11/2017,9/24/2017,10.5,13.55,3.05,70,07-Columbus East,columbus,Friend/Relative Referral,213.5
1619,670356,208748,11/1/2017,,13.25,17.69,4.44,289.1,07-Columbus East,Grove City,Walk-In,1283.604
1620,670110,208748,11/1/2017,11/1/2017,12.25,16.23,3.98,12.1,07-Columbus East,Grove City,Walk-In,48.158
1621,671445,208823,11/20/2017,11/21/2017,13.25,17.69,4.44,23.8,07-Columbus East,Columbus,Walk-In,105.672
1622,670100,208843,11/6/2017,11/17/2017,13.25,17.69,4.44,48.7,07-Columbus East,columbus,Friend/Relative Referral,216.228
1623,672257,208843,11/28/2017,12/8/2017,11,14.52,3.52,34.75,07-Columbus East,columbus,Friend/Relative Referral,122.32
1624,669792,209142,11/6/2017,12/5/2017,13.25,17.69,4.44,115.51,07-Columbus East,Columbus,Friend/Relative Referral,512.8644
1625,673599,209142,12/11/2017,12/13/2017,12.25,16.23,3.98,28,07-Columbus East,Columbus,Friend/Relative Referral,111.44
1626,671795,209483,11/13/2017,12/14/2017,13.25,17.69,4.44,5.8,07-Columbus East,Waverly,Indeed,25.752
1627,674385,221720,12/19/2017,12/21/2017,13.25,17.69,4.44,16,07-Columbus East,columbus,Other web site,71.04
1628,677445,224586,1/31/2018,,13.25,17.69,4.44,87.97,07-Columbus East,Columbus,Indeed,390.5868
1629,668423,208500,10/25/2017,11/1/2017,13.25,17.62,4.37,42,07-Columbus East,columbus,Friend/Relative Referral,183.54
1630,669547,184237,11/6/2017,11/14/2017,13,17.55,4.55,40,12-Chicago,Riverdale,Friend/Relative Referral,182
1631,672028,184237,11/19/2017,11/19/2017,11,14.52,3.52,24.83,12-Chicago,Riverdale,Friend/Relative Referral,87.4016
1632,665216,184237,9/7/2017,11/2/2017,10,13.5,3.5,308.06,12-Chicago,Riverdale,Friend/Relative Referral,1078.21
1633,664268,184237,8/7/2017,9/22/2017,10,13.25,3.25,67.7,12-Chicago,Riverdale,Friend/Relative Referral,220.025
1634,673936,184237,12/14/2017,12/17/2017,9,11.52,2.52,7.7,12-Chicago,Riverdale,Friend/Relative Referral,19.404
1635,663391,184550,8/9/2017,9/6/2017,13,17.55,4.55,147.5,12-Chicago,Chicago ,,671.125
1636,665938,184550,9/14/2017,11/24/2017,13,17.55,4.55,452.5,12-Chicago,Chicago ,,2058.875
1637,674276,184550,12/19/2017,12/30/2017,10,12.8,2.8,45,12-Chicago,Chicago ,,126
1638,667464,185852,10/9/2017,12/24/2017,13,17.55,4.55,501.25,09-Lancaster,Lancaster,Walk-In,2280.6875
1639,665469,185852,9/6/2017,10/8/2017,11.5,15.53,4.03,181.75,09-Lancaster,Lancaster,Walk-In,732.4525
1640,676323,185852,12/25/2017,1/26/2018,11.5,15.53,4.03,113.25,09-Lancaster,Lancaster,Walk-In,456.3975
1641,665320,186086,9/11/2017,9/18/2017,13,17.55,4.55,32,12-Chicago,Worth,,145.6
1642,667472,207505,10/13/2017,10/16/2017,13,17.55,4.55,8,12-Chicago,Lockport,Craigslist,36.4
1643,668047,207775,10/20/2017,10/26/2017,13,17.55,4.55,16,12-Chicago,Chicago,Zip Recruiter,72.8
1644,669273,208408,10/24/2017,11/14/2017,13,17.55,4.55,80.25,10-West Chester,middletown,Zip Recruiter,365.1375
1645,673163,221796,12/7/2017,,13,17.55,4.55,493.25,12-Chicago,Chicago,Walk-In,2244.2875
1646,676348,223290,1/8/2018,1/12/2018,13,17.55,4.55,40,12-Chicago,Berwyn,Monster.com,182
1647,676806,223290,1/12/2018,,11.25,15.19,3.94,232,12-Chicago,Berwyn,Monster.com,914.08
1648,672230,184554,11/22/2017,11/24/2017,13.35,17.5,4.15,11.37,07-Columbus East,Columbus,Friend/Relative Referral,47.1855
1649,672677,184554,12/1/2017,12/6/2017,13,17.23,4.23,34.1,07-Columbus East,Columbus,Friend/Relative Referral,144.243
1650,668411,184554,10/23/2017,11/6/2017,12.25,16.23,3.98,99.5,07-Columbus East,Columbus,Friend/Relative Referral,396.01
1651,663815,184554,8/8/2017,9/26/2017,10,13.2,3.2,267.25,07-Columbus East,Columbus,Friend/Relative Referral,855.2
1652,672229,184702,11/22/2017,12/9/2017,13.35,17.5,4.15,5.68,08-Columbus West,columbus,Flyer,23.572
1653,668410,184702,10/23/2017,11/19/2017,12.25,16.23,3.98,93.5,08-Columbus West,columbus,Flyer,372.13
1654,665920,184702,9/13/2017,10/8/2017,10,13.2,3.2,101,08-Columbus West,columbus,Flyer,323.2
1655,672232,185203,11/22/2017,11/24/2017,13.35,17.5,4.15,5.45,07-Columbus East,Columbus,Friend/Relative Referral,22.6175
1656,666913,185203,10/6/2017,11/8/2017,11.5,15.18,3.68,153.25,07-Columbus East,Columbus,Friend/Relative Referral,563.96
1657,664464,185203,8/22/2017,8/31/2017,10,13.4,3.4,31,07-Columbus East,Columbus,Friend/Relative Referral,105.4
1658,672228,208488,11/21/2017,12/9/2017,13.35,17.5,4.15,89.21,07-Columbus East,Columbus,Walk-In,370.2215
1659,674120,208488,12/10/2017,12/21/2017,11.35,14.88,3.53,50.33,07-Columbus East,Columbus,Walk-In,177.6649
1660,668633,208488,10/24/2017,10/26/2017,10,13.5,3.5,23.6,07-Columbus East,Columbus,Walk-In,82.6
1661,672274,210115,11/21/2017,12/9/2017,13.35,17.5,4.15,5.7,07-Columbus East,columbus,,23.655
1662,671599,210407,11/19/2017,12/9/2017,13.35,17.5,4.15,107.93,07-Columbus East,reynoldsburgh,Zip Recruiter,447.9095
1663,674109,210407,12/10/2017,,11.35,14.98,3.63,407.67,07-Columbus East,reynoldsburgh,Zip Recruiter,1479.8421
1664,672224,220734,11/22/2017,12/9/2017,13.35,17.5,4.15,12.25,08-Columbus West,columbus,Walk-In,50.8375
1665,674618,220734,12/21/2017,12/27/2017,12.12,16,3.88,13.5,08-Columbus West,columbus,Walk-In,52.38
1666,671274,208969,11/14/2017,,12,17.4,5.4,516.5,03-Independence,OAKWOOD VILLAGE,Indeed,2789.1
1667,678287,207920,2/5/2018,,13,17.36,4.36,112.6,12-Chicago,woodridge,Friend/Relative Referral,490.936
1668,670004,207920,10/30/2017,2/2/2018,10,13.25,3.25,632.8,12-Chicago,woodridge,Friend/Relative Referral,2056.6
1669,667759,207920,10/16/2017,10/25/2017,10,12.8,2.8,55,12-Chicago,woodridge,Friend/Relative Referral,154
1670,672682,221431,12/1/2017,,13,17.36,4.36,494.1,12-Chicago,Oak Lawn,,2154.276
1671,671490,209150,11/16/2017,11/22/2017,12,17.28,5.28,13.5,05-Elyria,Elyria,Other web site,71.28
1672,671498,210078,11/14/2017,1/17/2018,12,17.28,5.28,314.75,05-Elyria,Lorain,Friend/Relative Referral,1661.88
1673,672890,184467,12/1/2017,1/14/2018,13,17.23,4.23,220.6,07-Columbus East,Columbus,Broadbean,933.138
1674,676295,185415,1/2/2018,1/25/2018,13,17.23,4.23,68,12-Chicago,Chicago ,,287.64
1675,665632,185415,9/6/2017,9/27/2017,11,14.19,3.19,105,12-Chicago,Chicago ,,334.95
1676,670005,185415,10/30/2017,11/16/2017,10,13.25,3.25,41.2,12-Chicago,Chicago ,,133.9
1677,673711,185415,12/4/2017,1/1/2018,10,13.25,3.25,119.5,12-Chicago,Chicago ,,388.375
1678,665552,186006,9/12/2017,1/10/2018,13,17.23,4.23,673.42,07-Columbus East,Westerville ,,2848.5666
1679,666292,186313,9/18/2017,9/20/2017,13,17.23,4.23,8,07-Columbus East,Pickerington,Friend/Relative Referral,33.84
1680,667183,186313,10/6/2017,10/22/2017,11.5,15.18,3.68,18.75,07-Columbus East,Pickerington,Friend/Relative Referral,69
1681,666294,186333,9/18/2017,9/20/2017,13,17.23,4.23,8,07-Columbus East,Pickerington,Friend/Relative Referral,33.84
1682,667182,186333,10/6/2017,10/22/2017,11.5,15.18,3.68,18.75,07-Columbus East,Pickerington,Friend/Relative Referral,69
1683,667854,186880,10/10/2017,11/29/2017,13,17.23,4.23,266.2,07-Columbus East,Columbus ,,1126.026
1684,675378,186946,1/2/2018,2/12/2018,13,17.23,4.23,194.85,07-Columbus East,columbus,Friend/Relative Referral,824.2155
1685,667073,186946,10/3/2017,10/12/2017,11,14.85,3.85,40.83,07-Columbus East,columbus,Friend/Relative Referral,157.1955
1686,673972,207914,12/13/2017,12/23/2017,13,17.23,4.23,74.21,07-Columbus East,columbus,Walk-In,313.9083
1687,668400,208153,10/19/2017,11/29/2017,13,17.23,4.23,154.8,07-Columbus East,columbus,Friend/Relative Referral,654.804
1688,670050,208911,10/30/2017,,13,17.23,4.23,616.2,12-Chicago,Joliet,Friend/Relative Referral,2606.526
1689,677210,209107,1/29/2018,,13,17.23,4.23,152.29,07-Columbus East,Columbus,Friend/Relative Referral,644.1867
1690,670634,209107,11/13/2017,1/28/2018,12.25,16.23,3.98,413.2,07-Columbus East,Columbus,Friend/Relative Referral,1644.536
1691,673182,209300,12/6/2017,1/5/2018,13,17.23,4.23,177.3,08-Columbus West,Grove City ,Walk-In,749.979
1692,669524,209300,11/6/2017,11/6/2017,12.5,16.5,4,5.25,08-Columbus West,Grove City ,Walk-In,21
1693,671088,209300,11/6/2017,11/15/2017,10,13.7,3.7,51.5,08-Columbus West,Grove City ,Walk-In,190.55
1694,673184,209301,12/6/2017,1/5/2018,13,17.23,4.23,192.5,08-Columbus West,grove city,Walk-In,814.275
1695,669523,209301,11/6/2017,11/6/2017,12.5,16.5,4,5.25,08-Columbus West,grove city,Walk-In,21
1696,671091,209301,11/6/2017,11/15/2017,10,13.7,3.7,51.5,08-Columbus West,grove city,Walk-In,190.55
1697,671548,210064,11/17/2017,,13,17.23,4.23,598.1,07-Columbus East,Columbus ,Craigslist,2529.963
1698,672903,210148,12/4/2017,12/13/2017,13,17.23,4.23,39.9,07-Columbus East,columbus,Walk-In,168.777
1699,671598,210148,11/19/2017,12/3/2017,13,17.04,4.04,99.39,07-Columbus East,columbus,Walk-In,401.5356
1700,671554,210265,11/17/2017,12/21/2017,13,17.23,4.23,230.6,07-Columbus East,Columbus,Friend/Relative Referral,975.438
1701,672891,220771,12/1/2017,,13,17.23,4.23,352.8,09-Lancaster,Pleasantville,Walk-In,1492.344
1702,672083,220918,11/24/2017,12/15/2017,13,17.23,4.23,129.4,07-Columbus East,columbus,Friend/Relative Referral,547.362
1703,673618,221146,12/11/2017,1/28/2018,13,17.23,4.23,201.9,08-Columbus West,columbus,Indeed,854.037
1704,673392,221146,12/4/2017,12/8/2017,10.5,13.86,3.36,0.25,08-Columbus West,columbus,Indeed,0.84
1705,672887,221191,12/1/2017,12/28/2017,13,17.23,4.23,137,08-Columbus West,columbus,Friend/Relative Referral,579.51
1706,672894,221312,12/1/2017,12/18/2017,13,17.23,4.23,132.9,07-Columbus East,blacklick,Walk-In,562.167
1707,672896,221371,12/1/2017,12/19/2017,13,17.23,4.23,96.1,07-Columbus East,canal winchester ,Walk-In,406.503
1708,675984,221371,1/4/2018,1/14/2018,11,14.52,3.52,45.36,07-Columbus East,canal winchester ,Walk-In,159.6672
1709,673969,221782,12/13/2017,12/20/2017,13,17.23,4.23,58.31,07-Columbus East,reynoldsburgh,Friend/Relative Referral,246.6513
1710,673971,222111,12/13/2017,12/26/2017,13,17.23,4.23,92.03,07-Columbus East,Whitehall,Friend/Relative Referral,389.2869
1711,673959,222146,12/13/2017,12/29/2017,13,17.23,4.23,88.6,07-Columbus East,Columbus ,Friend/Relative Referral,374.778
1712,678161,223165,2/6/2018,2/6/2018,13,17.23,4.23,35.1,07-Columbus East,columbus ,Walk-In,148.473
1713,677028,223165,1/16/2018,2/2/2018,12,15.6,3.6,67.43,07-Columbus East,columbus ,Walk-In,242.748
1714,675960,223165,1/5/2018,1/14/2018,11,14.52,3.52,16.56,07-Columbus East,columbus ,Walk-In,58.2912
1715,671810,185614,11/17/2017,11/18/2017,10,17.2,7.2,19,03-Independence,Maple Heights,Indeed,136.8
1716,665687,185614,9/14/2017,9/28/2017,8.15,10.76,2.61,79.25,03-Independence,Maple Heights,Indeed,206.8425
1717,671808,207272,11/17/2017,11/19/2017,10,17.2,7.2,29.11,03-Independence,Berea,Craigslist,209.592
1718,667640,207272,10/16/2017,10/20/2017,9.77,13.48,3.71,48,03-Independence,Berea,Craigslist,178.08
1719,678225,207870,2/10/2018,2/10/2018,10,17.2,7.2,11.42,03-Independence,Brookpark,Craigslist,82.224
1720,669656,208039,10/31/2017,11/3/2017,10,17.2,7.2,25.75,03-Independence,CLEVELAND,Indeed,185.4
1721,674419,208039,12/21/2017,1/11/2018,9.25,12.16,2.91,46,03-Independence,CLEVELAND,Indeed,133.86
1722,671824,208295,11/17/2017,11/19/2017,10,17.2,7.2,25.66,03-Independence,cleveland,Friend/Relative Referral,184.752
1723,668323,208295,10/24/2017,11/10/2017,11,15.62,4.62,104.83,03-Independence,cleveland,Friend/Relative Referral,484.3146
1724,668966,208506,10/30/2017,11/3/2017,10,17.2,7.2,33.92,03-Independence,East Cleveland,Friend/Relative Referral,244.224
1725,670163,208543,10/31/2017,11/3/2017,10,17.2,7.2,5.47,03-Independence,Cleveland ,Indeed,39.384
1726,671821,208543,11/17/2017,11/17/2017,10,17.2,7.2,10.5,03-Independence,Cleveland ,Indeed,75.6
1727,671147,208543,11/8/2017,11/8/2017,9.77,13.48,3.71,8.25,03-Independence,Cleveland ,Indeed,30.6075
1728,669173,208898,10/31/2017,11/3/2017,10,17.2,7.2,13.72,03-Independence,cleveland,Friend/Relative Referral,98.784
1729,671820,210165,11/17/2017,11/17/2017,10,17.2,7.2,9.45,03-Independence,cleveland ,Friend/Relative Referral,68.04
1730,672560,210165,11/30/2017,11/30/2017,9.25,12.16,2.91,9,03-Independence,cleveland ,Friend/Relative Referral,26.19
1731,671815,210259,11/17/2017,11/19/2017,10,17.2,7.2,29.08,03-Independence,East Cleveland ,Craigslist,209.376
1732,671804,210350,11/17/2017,11/17/2017,10,17.2,7.2,8.93,03-Independence,Lorain,Craigslist,64.296
1733,671811,210385,11/17/2017,11/18/2017,10,17.2,7.2,19.52,03-Independence,Cleveland,Craigslist,140.544
1734,671823,210386,11/17/2017,11/18/2017,10,17.2,7.2,16.65,03-Independence,Cleveland,Craigslist,119.88
1735,677370,210564,1/27/2018,1/28/2018,10,17.2,7.2,18.42,03-Independence,cleveland,Craigslist,132.624
1736,677365,221016,1/27/2018,1/27/2018,10,17.2,7.2,10.5,03-Independence,East Cleveland,Friend/Relative Referral,75.6
1737,677372,221514,1/27/2018,1/28/2018,10,17.2,7.2,18.2,03-Independence,Cleveland,Craigslist,131.04
1738,678232,221514,2/10/2018,2/11/2018,10,17.2,7.2,19.72,03-Independence,Cleveland,Craigslist,141.984
1739,677361,222204,1/27/2018,1/28/2018,10,17.2,7.2,16.95,03-Independence,CLEVELAND,,122.04
1740,677373,222831,1/27/2018,1/28/2018,10,17.2,7.2,17,03-Independence,warrensville heights,Indeed,122.4
1741,677355,223228,1/27/2018,1/28/2018,10,17.2,7.2,17.75,03-Independence,Euclid,Friend/Relative Referral,127.8
1742,675922,223228,1/8/2018,1/11/2018,9,12.24,3.24,16,03-Independence,Euclid,Friend/Relative Referral,51.84
1743,678227,223402,2/10/2018,2/10/2018,10,17.2,7.2,11.43,03-Independence,Cleveland,Indeed,82.296
1744,677356,224012,1/27/2018,1/27/2018,10,17.2,7.2,10.25,03-Independence,Cleveland,Indeed,73.8
1745,677360,224284,1/27/2018,1/28/2018,10,17.2,7.2,15.53,03-Independence,Lakewood,Craigslist,111.816
1746,677768,224741,2/3/2018,2/4/2018,10,17.2,7.2,18.63,03-Independence,cleveland,Craigslist,134.136
1747,677775,224741,2/7/2018,,9.25,12.16,2.91,109,03-Independence,cleveland,Craigslist,317.19
1748,678224,224993,2/10/2018,2/10/2018,10,17.2,7.2,10.63,03-Independence,cleveland,Craigslist,76.536
1749,678344,224993,2/12/2018,2/12/2018,9.25,12.16,2.91,8.25,03-Independence,cleveland,Craigslist,24.0075
1750,678233,225037,2/10/2018,2/11/2018,10,17.2,7.2,19.47,03-Independence,Cleveland,Friend/Relative Referral,140.184
1751,664966,185180,8/30/2017,9/1/2017,13,17.16,4.16,24,06-Akron,STRONGSVILLE,,99.84
1752,668007,186415,10/15/2017,10/19/2017,13,17.16,4.16,15.8,11-Florence,cincinncati ,Other web site,65.728
1753,668597,186415,10/26/2017,10/27/2017,11.5,15.24,3.74,7.75,11-Florence,cincinncati ,Other web site,28.985
1754,666836,186415,10/5/2017,10/14/2017,11,14.52,3.52,47.21,11-Florence,cincinncati ,Other web site,166.1792
1755,668076,186577,10/18/2017,10/21/2017,13,17.16,4.16,17.51,11-Florence,covington ,Newspaper Ad,72.8416
1756,672742,186577,11/28/2017,11/28/2017,11.5,15.24,3.74,2.25,11-Florence,covington ,Newspaper Ad,8.415
1757,670992,186577,11/8/2017,12/3/2017,11.25,14.85,3.6,46.25,11-Florence,covington ,Newspaper Ad,166.5
1758,666174,186577,9/21/2017,10/16/2017,11,14.58,3.58,67,11-Florence,covington ,Newspaper Ad,239.86
1759,667219,186577,10/5/2017,10/8/2017,10.5,13.97,3.47,18.32,11-Florence,covington ,Newspaper Ad,63.5704
1760,668061,207498,10/18/2017,10/21/2017,13,17.16,4.16,13.02,11-Florence,Covington ,Friend/Relative Referral,54.1632
1761,668070,207845,10/18/2017,10/21/2017,13,17.16,4.16,9.5,11-Florence,Covington,Other web site,39.52
1762,669234,207845,10/24/2017,11/7/2017,12,15.96,3.96,29.54,11-Florence,Covington,Other web site,116.9784
1763,668065,207852,10/18/2017,10/19/2017,13,17.16,4.16,9.5,11-Florence,Covington,Friend/Relative Referral,39.52
1764,669227,207852,10/24/2017,11/7/2017,12,15.96,3.96,29.39,11-Florence,Covington,Friend/Relative Referral,116.3844
1765,672711,209231,11/27/2017,,13,17.16,4.16,489,06-Akron,Medina,,2034.24
1766,676342,222319,1/1/2018,,13,17.16,4.16,279.9,08-Columbus West,columbus,Friend/Relative Referral,1164.384
1767,674997,222319,12/21/2017,12/31/2017,12,15.84,3.84,90,08-Columbus West,columbus,Friend/Relative Referral,345.6
1768,671575,209854,11/14/2017,12/9/2017,13,17.04,4.04,44.85,07-Columbus East,Canal Winchester,Indeed,181.194
1769,671592,210203,11/19/2017,12/9/2017,13,17.04,4.04,48.87,07-Columbus East,columbus,Friend/Relative Referral,197.4348
1770,671593,210204,11/19/2017,12/9/2017,13,17.04,4.04,28.5,07-Columbus East,Columbus,Walk-In,115.14
1771,672208,210291,11/22/2017,12/9/2017,13,17.04,4.04,68.8,09-Lancaster,lancaster,Walk-In,277.952
1772,672207,210292,11/22/2017,12/9/2017,13,17.04,4.04,68.46,09-Lancaster,lancaster,Walk-In,276.5784
1773,668862,207667,10/30/2017,11/28/2017,12,17.04,5.04,181,05-Elyria,elyria,Indeed,912.24
1774,676129,222998,1/3/2018,1/18/2018,13.5,17.01,3.51,136.33,07-Columbus East,columbus,Friend/Relative Referral,478.5183
1775,677744,224584,1/31/2018,,13.5,17.01,3.51,61.84,07-Columbus East,columbus,Friend/Relative Referral,217.0584
1776,678469,223763,2/12/2018,,12.85,16.96,4.11,62.13,12-Chicago,Bolingbrook,,255.3543
1777,677081,224305,1/24/2018,,12.85,16.96,4.11,83.73,12-Chicago,Westmont,,344.1303
1778,663892,184521,8/13/2017,8/15/2017,12.55,16.94,4.39,4.5,05-Elyria,elyria,,19.755
1779,664622,184521,8/21/2017,8/23/2017,8.5,12.33,3.83,10.75,05-Elyria,elyria,,41.1725
1780,663890,184543,8/13/2017,10/9/2017,12.55,16.94,4.39,288.3,05-Elyria,Sandusky,Indeed,1265.637
1781,665728,185015,9/11/2017,10/3/2017,12.55,16.94,4.39,111.4,05-Elyria,Lorain,Other web site,489.046
1782,665547,185652,9/4/2017,9/7/2017,12.55,16.94,4.39,3.5,05-Elyria,Lorain,,15.365
1783,666239,185652,9/22/2017,9/22/2017,10,14.2,4.2,7.25,05-Elyria,Lorain,,30.45
1784,665727,185795,9/11/2017,10/3/2017,12.55,16.94,4.39,93.3,05-Elyria,lorain,Friend/Relative Referral,409.587
1785,673316,186231,12/4/2017,1/2/2018,12.55,16.94,4.39,105.3,05-Elyria,Amherst,,462.267
1786,668174,186267,10/17/2017,10/18/2017,12.55,16.94,4.39,15.6,05-Elyria,Elyria,Walk-In,68.484
1787,677035,186267,1/16/2018,1/30/2018,10,14.7,4.7,70,05-Elyria,Elyria,Walk-In,329
1788,668845,186267,10/31/2017,11/1/2017,9,11.7,2.7,8.5,05-Elyria,Elyria,Walk-In,22.95
1789,677869,186809,2/5/2018,,12.55,16.94,4.39,49.2,05-Elyria,Lorain,Friend/Relative Referral,215.988
1790,667644,187086,10/9/2017,10/20/2017,12.55,16.94,4.39,63.1,05-Elyria,lorain ,Walk-In,277.009
1791,672510,187086,11/22/2017,12/8/2017,9.5,13.78,4.28,25.5,05-Elyria,lorain ,Walk-In,109.14
1792,669505,187086,11/1/2017,11/19/2017,9,11.7,2.7,47.5,05-Elyria,lorain ,Walk-In,128.25
1793,667647,187147,10/9/2017,1/8/2018,12.55,16.94,4.39,411.3,05-Elyria,Lorain ,Zip Recruiter,1805.607
1794,667643,207273,10/9/2017,10/10/2017,12.55,16.94,4.39,4.5,05-Elyria,Lorain,Walk-In,19.755
1795,668173,207428,10/17/2017,10/19/2017,12.55,16.94,4.39,15.5,05-Elyria,Elyria,Indeed,68.045
1796,668848,207428,10/31/2017,11/1/2017,9,11.7,2.7,9,05-Elyria,Elyria,Indeed,24.3
1797,668172,207562,10/17/2017,10/19/2017,12.55,16.94,4.39,10.2,05-Elyria,Lorain,Indeed,44.778
1798,676786,207562,1/22/2018,1/24/2018,9.72,13.02,3.3,10,05-Elyria,Lorain,Indeed,33
1799,672946,207562,12/1/2017,12/23/2017,10,13,3,116,05-Elyria,Lorain,Indeed,348
1800,675307,207562,12/24/2017,12/27/2017,9,11.7,2.7,9.5,05-Elyria,Lorain,Indeed,25.65
1801,668175,207573,10/17/2017,10/19/2017,12.55,16.94,4.39,15.5,05-Elyria,elyria,Walk-In,68.045
1802,668972,207573,10/31/2017,11/1/2017,9,11.7,2.7,9,05-Elyria,elyria,Walk-In,24.3
1803,675665,207597,1/2/2018,1/25/2018,12.55,16.94,4.39,117.5,05-Elyria,Lorain,Friend/Relative Referral,515.825
1804,668151,207597,10/16/2017,10/19/2017,9.5,13.21,3.71,16,05-Elyria,Lorain,Friend/Relative Referral,59.36
1805,668183,207657,10/17/2017,1/15/2018,12.55,16.94,4.39,416.3,05-Elyria,lorain,Friend/Relative Referral,1827.557
1806,672410,207713,11/20/2017,11/30/2017,12.55,16.94,4.39,4.4,05-Elyria,Elyria ,,19.316
1807,668822,207713,10/24/2017,11/19/2017,9,11.7,2.7,55.75,05-Elyria,Elyria ,,150.525
1808,668908,208023,10/23/2017,12/1/2017,12.55,16.94,4.39,229.3,05-Elyria,sandusky,Other web site,1006.627
1809,668970,208135,10/23/2017,11/1/2017,12.55,16.94,4.39,26.9,05-Elyria,Elyria,Friend/Relative Referral,118.091
1810,668899,208298,11/1/2017,11/1/2017,12.55,16.94,4.39,2.5,05-Elyria,lorain,Friend/Relative Referral,10.975
1811,668900,208299,11/1/2017,11/1/2017,12.55,16.94,4.39,2.5,05-Elyria,LORAIN,,10.975
1812,668898,208307,11/1/2017,11/9/2017,12.55,16.94,4.39,32.6,05-Elyria,Amherst,Friend/Relative Referral,143.114
1813,672353,208307,11/28/2017,11/30/2017,10,13,3,24.25,05-Elyria,Amherst,Friend/Relative Referral,72.75
1814,668903,208535,11/2/2017,11/7/2017,12.55,16.94,4.39,16.6,05-Elyria,lorain,,72.874
1815,672357,208535,11/20/2017,11/24/2017,10,13,3,6.5,05-Elyria,lorain,,19.5
1816,668896,208556,11/1/2017,11/8/2017,12.55,16.94,4.39,22.1,05-Elyria,Lorain,Walk-In,97.019
1817,672349,208556,11/26/2017,12/4/2017,10,13,3,65.25,05-Elyria,Lorain,Walk-In,195.75
1818,671106,208747,12/6/2017,12/6/2017,12.55,16.94,4.39,97.8,05-Elyria,lorain ,Friend/Relative Referral,429.342
1819,675361,209272,12/26/2017,,12.55,16.94,4.39,246.8,05-Elyria,Vermilion,Friend/Relative Referral,1083.452
1820,673705,209607,12/3/2017,12/13/2017,12.55,16.94,4.39,32.6,05-Elyria,lorain,Walk-In,143.114
1821,671541,209656,11/12/2017,11/27/2017,12.55,16.94,4.39,47.2,05-Elyria,Lorain,,207.208
1822,672971,210223,11/27/2017,12/26/2017,12.55,16.94,4.39,102,05-Elyria,lorain,Friend/Relative Referral,447.78
1823,672969,210354,11/27/2017,12/22/2018,12.55,16.94,4.39,128.7,05-Elyria,Lorain,,564.993
1824,673701,220702,12/3/2017,12/21/2017,12.55,16.94,4.39,83.2,05-Elyria,Lorain,,365.248
1825,675360,220713,12/26/2017,12/27/2018,12.55,16.94,4.39,13.6,05-Elyria,elyria,,59.704
1826,673704,221290,12/3/2017,1/11/2018,12.55,16.94,4.39,148.2,05-Elyria,lorain ,Friend/Relative Referral,650.598
1827,676335,221290,1/12/2018,,10,14.5,4.5,155,05-Elyria,lorain ,Friend/Relative Referral,697.5
1828,677406,223047,1/22/2018,,12.55,16.94,4.39,139.4,05-Elyria,Lorain,Friend/Relative Referral,611.966
1829,677405,223463,1/21/2018,,12.55,16.94,4.39,72.7,05-Elyria,Lorain,,319.153
1830,677867,223872,2/5/2018,,12.55,16.94,4.39,55.2,05-Elyria,Lorain,Friend/Relative Referral,242.328
1831,677627,224123,1/29/2018,2/2/2018,12.55,16.94,4.39,32.1,05-Elyria,lorain,Friend/Relative Referral,140.919
1832,677868,224271,2/5/2018,,12.55,16.94,4.39,98.7,05-Elyria,Lorain,Friend/Relative Referral,433.293
1833,666941,186746,10/3/2017,10/13/2017,13,16.9,3.9,45.5,05-Elyria,Lorain,Indeed,177.45
1834,675232,222642,12/20/2017,,13.5,16.88,3.38,426.5,05-Elyria,Brunswick,,1441.57
1835,671004,209932,11/14/2017,,12,16.8,4.8,671.47,06-Akron,cuyahoga falls,Indeed,3223.056
1836,671802,207433,11/13/2017,1/2/2018,13,16.77,3.77,323.5,12-Chicago,Alsip,Friend/Relative Referral,1219.595
1837,676210,207433,1/5/2018,,10,13.9,3.9,119,12-Chicago,Alsip,Friend/Relative Referral,464.1
1838,671025,207433,11/8/2017,11/10/2017,10,12.8,2.8,10.05,12-Chicago,Alsip,Friend/Relative Referral,28.14
1839,671786,209884,11/14/2017,12/26/2017,13,16.77,3.77,211.5,12-Chicago,Bolingbrook,Indeed,797.355
1840,675253,209884,12/27/2017,1/2/2018,11.25,15.19,3.94,19.5,12-Chicago,Bolingbrook,Indeed,76.83
1841,670963,209884,11/14/2017,11/14/2017,11,14.19,3.19,39.1,12-Chicago,Bolingbrook,Indeed,124.729
1842,671776,209895,11/13/2017,1/19/2018,13,16.77,3.77,390.1,12-Chicago,Cicero ,Walk-In,1470.677
1843,671783,209991,11/13/2017,1/19/2018,13,16.77,3.77,390.3,12-Chicago,cicero ,Friend/Relative Referral,1471.431
1844,671805,210174,11/13/2017,12/22/2017,13,16.77,3.77,373.5,12-Chicago,Chicago,Friend/Relative Referral,1408.095
